1000,1,10,100,50,748.3970443550074,753.29,148.25,1,15.18,15066.4,1,q17,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,769.09,204.9,1,41960.86,30763.2,1,q54,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,778.83,138.86,1,32782.58,15576.6,1,q22,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,779.11,293.66,1,78.13,54538.4,1,q87,sontrue,trafficfalse
1000,1,10,100,50,748.3970443550074,783.97,240.88,1,151655.36,47038.2,1,q73,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,410.71,93.71,59.14,44.59,8248.35,2,q17,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,414.37,125.56,48.17,62951568.58,41048.49,2,q73,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,419.04,83.6,54.51,14216641.46,12015.63,2,q22,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,423.28,157.6,58.59,279.09,29766.07,2,q87,sontrue,trafficfalse
1000,2,10,100,50,374.1484470606496,427.35,115.07,55.31,16119564.89,26095.44,2,q54,sontrue,trafficfalse
1000,4,10,100,50,187.02407306215326,207.05,45.41,40.99,20842135.02,9501.2,4,q22,sontrue,trafficfalse
1000,4,10,100,50,187.02407306215326,211.23,76.82,34.21,597.11,15154.11,4,q87,sontrue,trafficfalse
1000,4,10,100,50,187.02407306215326,211.43,58.17,32.93,24297348.13,22149.53,4,q54,sontrue,trafficfalse
1000,4,10,100,50,187.02407306215326,213.1,57.37,39.26,95874783.83,37386.95,4,q73,sontrue,trafficfalse
1000,4,10,100,50,187.02407306215326,215.21,48.9,38.05,104.85,4400.98,4,q17,sontrue,trafficfalse
1000,8,10,100,50,93.46173465233007,106.71,26.51,20.73,214.6,2345.23,8,q17,sontrue,trafficfalse
1000,8,10,100,50,93.46173465233007,106.87,33.01,21.64,114512079.02,35791.8,8,q73,sontrue,trafficfalse
1000,8,10,100,50,93.46173465233007,107.46,28.9,23.19,28608288.67,20424.59,8,q54,sontrue,trafficfalse
1000,8,10,100,50,93.46173465233007,107.9,23.43,19.77,26284900.24,8960.39,8,q22,sontrue,trafficfalse
1000,8,10,100,50,93.46173465233007,107.99,36.54,19.91,1188.84,8355.2,8,q87,sontrue,trafficfalse
1000,16,10,100,50,46.68025976221119,53.05,12.78,11.82,27886726.46,8385.44,16,q22,sontrue,trafficfalse
1000,16,10,100,50,46.68025976221119,53.06,18.61,11.61,2327.76,5333.03,16,q87,sontrue,trafficfalse
1000,16,10,100,50,46.68025976221119,53.18,14.63,11.81,124128388.11,35228.68,16,q73,sontrue,trafficfalse
1000,16,10,100,50,46.68025976221119,53.36,11.12,12.15,454.66,1525.05,16,q17,sontrue,trafficfalse
1000,16,10,100,50,46.68025976221119,53.78,14.75,11.92,31508669.55,20008.38,16,q54,sontrue,trafficfalse
1000,32,10,100,50,23.28889922555662,26.04,6.66,7.07,28879709.42,8303.82,32,q22,sontrue,trafficfalse
1000,32,10,100,50,23.28889922555662,26.8,9.68,7.04,4786.43,5253.96,32,q87,sontrue,trafficfalse
1000,32,10,100,50,23.28889922555662,26.89,7.6,7.21,133470216.33,36235.17,32,q73,sontrue,trafficfalse
1000,32,10,100,50,23.28889922555662,26.9,7.21,6.97,33693208.34,20388.73,32,q54,sontrue,trafficfalse
1000,32,10,100,50,23.28889922555662,27.02,5.93,7.19,942.71,1494.54,32,q17,sontrue,trafficfalse
1000,64,10,100,50,11.591923658404895,13.11,4.71,4.3,9287.17,7524.4,64,q87,sontrue,trafficfalse
1000,64,10,100,50,11.591923658404895,13.13,3.95,4.12,34611192.05,20923.88,64,q54,sontrue,trafficfalse
1000,64,10,100,50,11.591923658404895,13.49,2.93,4.18,31634024.01,9250.44,64,q22,sontrue,trafficfalse
1000,64,10,100,50,11.591923658404895,13.56,3.96,4.28,140489394.77,37923.11,64,q73,sontrue,trafficfalse
1000,64,10,100,50,11.591923658404895,13.84,3.16,4.28,1953.26,2256.34,64,q17,sontrue,trafficfalse
1000,128,10,100,50,5.7406289756332125,6.52,2.22,2.64,36553206.11,22830.41,128,q54,sontrue,trafficfalse
1000,128,10,100,50,5.7406289756332125,6.54,2.12,2.52,142142188.64,39335.33,128,q73,sontrue,trafficfalse
1000,128,10,100,50,5.7406289756332125,6.67,1.72,2.55,32799876.07,10334.34,128,q22,sontrue,trafficfalse
1000,128,10,100,50,5.7406289756332125,6.72,1.77,2.56,3645.81,3833.58,128,q17,sontrue,trafficfalse
1000,128,10,100,50,5.7406289756332125,6.72,2.84,2.69,18528.04,13721.26,128,q87,sontrue,trafficfalse
1000,256,10,100,50,2.8083033983338366,3.36,1.22,1.78,153344797.31,44589.54,256,q73,sontrue,trafficfalse
1000,256,10,100,50,2.8083033983338366,3.4,1.14,1.64,34860576.62,12473.75,256,q22,sontrue,trafficfalse
1000,256,10,100,50,2.8083033983338366,3.42,1.21,1.7,6777.01,6973.67,256,q17,sontrue,trafficfalse
1000,256,10,100,50,2.8083033983338366,3.42,1.28,1.69,40508008,26941.16,256,q54,sontrue,trafficfalse
1000,256,10,100,50,2.8083033983338366,3.48,1.55,1.81,35936.17,26164.81,256,q87,sontrue,trafficfalse
